,Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
25,2025-07-10 00:25:00,111217.43,111220.0,111199.47,111199.66,8.03553,2025-07-10 00:25:59.999,893643.5316701,1213,4.21578,468852.4264581,0
26,2025-07-10 00:26:00,111199.66,111200.0,111199.66,111199.99,4.30642,2025-07-10 00:26:59.999,478872.820815,537,2.88875,321228.0671002,0
27,2025-07-10 00:27:00,111199.99,111200.01,111182.46,111182.46,3.08049,2025-07-10 00:27:59.999,342549.2679062,670,1.72741,192087.9330078,0
28,2025-07-10 00:28:00,111182.46,111182.47,111160.74,111160.75,3.82316,2025-07-10 00:28:59.999,425012.4263875,919,0.87462,97225.3407117,0
29,2025-07-10 00:29:00,111160.75,111160.75,111147.33,111147.33,3.05268,2025-07-10 00:29:59.999,339330.0420771,987,0.32571,36204.9487107,0
30,2025-07-10 00:30:00,111147.33,111160.75,111142.79,111160.74,4.39987,2025-07-10 00:30:59.999,489034.9660104,1517,1.87717,208646.482268,0
31,2025-07-10 00:31:00,111160.75,111180.32,111160.74,111180.31,4.62309,2025-07-10 00:31:59.999,513915.4408426,668,2.34525,260704.622365,0
32,2025-07-10 00:32:00,111180.32,111206.53,111166.57,111166.58,6.81867,2025-07-10 00:32:59.999,758161.8233116,2312,1.70789,189903.6449423,0
33,2025-07-10 00:33:00,111166.58,111166.58,111120.95,111120.95,4.04981,2025-07-10 00:33:59.999,450124.2337952,1898,0.79762,88645.0261083,0
34,2025-07-10 00:34:00,111120.95,111148.39,111111.0,111111.0,6.45199,2025-07-10 00:34:59.999,716969.2986995,3045,2.39696,266363.5070908,0
35,2025-07-10 00:35:00,111111.0,111111.01,111088.87,111088.88,4.72233,2025-07-10 00:35:59.999,524667.7315417,1417,0.34972,38854.8861549,0
36,2025-07-10 00:36:00,111088.88,111088.88,111065.38,111065.39,6.98944,2025-07-10 00:36:59.999,776297.7402164,992,1.13175,125699.2792145,0
37,2025-07-10 00:37:00,111065.38,111065.39,111049.21,111049.21,8.39883,2025-07-10 00:37:59.999,932709.4997733,908,2.12795,236307.4255696,0
38,2025-07-10 00:38:00,111049.21,111049.22,111046.23,111046.23,9.34411,2025-07-10 00:38:59.999,1037654.8244686,846,1.96907,218663.2458838,0
39,2025-07-10 00:39:00,111046.24,111046.24,111038.76,111038.76,8.99476,2025-07-10 00:39:59.999,998770.9122432,738,0.3162,35110.7600095,0
40,2025-07-10 00:40:00,111038.77,111038.77,111037.35,111037.35,5.81232,2025-07-10 00:40:59.999,645385.1158832,447,4.68287,519973.5227564,0
41,2025-07-10 00:41:00,111037.35,111037.36,111037.35,111037.36,2.21007,2025-07-10 00:41:59.999,245400.3226259,246,0.65114,72300.8665904,0
42,2025-07-10 00:42:00,111037.35,111037.36,111005.0,111005.0,8.76633,2025-07-10 00:42:59.999,973273.9437157,1702,1.54441,171452.1396976,0
43,2025-07-10 00:43:00,111005.01,111015.45,111005.0,111005.13,4.36217,2025-07-10 00:43:59.999,484237.840735,757,1.94061,215423.3148688,0
44,2025-07-10 00:44:00,111005.12,111018.52,111005.12,111018.52,6.70499,2025-07-10 00:44:59.999,744293.4178543,506,3.13995,348554.5838876,0
45,2025-07-10 00:45:00,111018.52,111086.97,111018.51,111086.97,8.77967,2025-07-10 00:45:59.999,975119.7923717,2166,4.48094,497600.7929964,0
46,2025-07-10 00:46:00,111086.97,111086.97,111045.94,111045.95,6.34302,2025-07-10 00:46:59.999,704557.6578068,1392,0.50198,55754.2467583,0
47,2025-07-10 00:47:00,111045.95,111058.0,111045.94,111048.76,7.54084,2025-07-10 00:47:59.999,837404.4081079,687,4.71789,523904.7889016,0
48,2025-07-10 00:48:00,111048.76,111048.77,111029.89,111041.99,3.99092,2025-07-10 00:48:59.999,443144.9313998,895,2.16772,240687.7259243,0
49,2025-07-10 00:49:00,111042.0,111058.0,111041.99,111058.0,3.74086,2025-07-10 00:49:59.999,415411.4478741,914,1.39687,155120.3932262,0
50,2025-07-10 00:50:00,111058.0,111058.0,111057.99,111058.0,4.49614,2025-07-10 00:50:59.999,499332.3091705,359,3.80119,422152.55902,0
51,2025-07-10 00:51:00,111057.99,111058.0,111036.0,111036.01,6.40748,2025-07-10 00:51:59.999,711581.1539543,948,1.28909,143155.6043407,0
52,2025-07-10 00:52:00,111036.0,111036.01,111036.0,111036.01,2.7752,2025-07-10 00:52:59.999,308147.1212001,349,1.40001,155451.5243601,0
53,2025-07-10 00:53:00,111036.0,111036.01,111001.0,111001.01,6.0109,2025-07-10 00:53:59.999,667274.1358264,1220,0.98658,109515.9934311,0
54,2025-07-10 00:54:00,111001.0,111001.01,111001.0,111001.01,5.29826,2025-07-10 00:54:59.999,588112.1643346,369,0.60746,67428.6735346,0
55,2025-07-10 00:55:00,111001.0,111001.01,110983.17,110983.17,14.01854,2025-07-10 00:55:59.999,1556052.39715,1106,0.64951,72093.1247091,0
56,2025-07-10 00:56:00,110983.17,110983.18,110918.22,110918.23,10.86255,2025-07-10 00:56:59.999,1205143.8607407,2271,1.61519,179185.4546372,0
57,2025-07-10 00:57:00,110918.22,110918.23,110918.21,110918.21,6.6205,2025-07-10 00:57:59.999,734334.0539821,569,1.29662,143818.7926498,0
58,2025-07-10 00:58:00,110918.22,110960.0,110918.21,110925.81,15.41822,2025-07-10 00:58:59.999,1710273.3378442,1651,12.82233,1422289.1435565,0
59,2025-07-10 00:59:00,110925.82,110925.82,110916.66,110916.66,4.72811,2025-07-10 00:59:59.999,524462.3811951,755,1.33556,148147.4588196,0
60,2025-07-10 01:00:00,110916.66,110957.11,110912.02,110926.15,4.96292,2025-07-10 01:00:59.999,550574.5004678,2006,2.16646,240328.6363955,0
61,2025-07-10 01:01:00,110926.15,110926.15,110908.39,110913.06,7.27575,2025-07-10 01:01:59.999,807013.6313988,1287,1.02727,113941.2706595,0
62,2025-07-10 01:02:00,110913.06,110919.4,110896.15,110896.16,4.51677,2025-07-10 01:02:59.999,500930.1419759,1071,0.65986,73183.3622193,0
63,2025-07-10 01:03:00,110896.15,110915.4,110880.0,110910.99,8.18965,2025-07-10 01:03:59.999,908253.6041365,1848,5.08871,564344.6309568,0
64,2025-07-10 01:04:00,110911.0,110948.68,110906.44,110948.68,5.33834,2025-07-10 01:04:59.999,592132.2861435,1515,2.44943,271701.2089574,0
65,2025-07-10 01:05:00,110948.68,110962.0,110948.67,110961.99,5.46195,2025-07-10 01:05:59.999,606052.1955062,932,2.23204,247655.682085,0
66,2025-07-10 01:06:00,110961.99,110963.11,110927.0,110927.0,8.11069,2025-07-10 01:06:59.999,899913.2765664,1381,4.67425,518620.1979925,0
67,2025-07-10 01:07:00,110927.01,110938.47,110922.78,110938.46,5.39119,2025-07-10 01:07:59.999,598022.292031,831,1.03529,114840.913536,0
68,2025-07-10 01:08:00,110938.47,110938.47,110925.0,110925.0,4.01307,2025-07-10 01:08:59.999,445186.1815876,656,1.46441,162458.8179051,0
69,2025-07-10 01:09:00,110925.01,110925.01,110923.66,110923.67,3.5586,2025-07-10 01:09:59.999,394735.8357405,647,0.44854,49753.973836,0
70,2025-07-10 01:10:00,110923.66,110929.33,110900.0,110900.0,2.70366,2025-07-10 01:10:59.999,299888.9793197,1059,0.80745,89564.153623,0
71,2025-07-10 01:11:00,110900.0,110960.0,110900.0,110960.0,6.06772,2025-07-10 01:11:59.999,673041.6202201,1218,4.46935,495757.1886454,0
72,2025-07-10 01:12:00,110959.99,110970.56,110959.99,110965.01,3.09558,2025-07-10 01:12:59.999,343502.0535248,1157,1.21205,134492.5491035,0
73,2025-07-10 01:13:00,110965.01,110996.13,110965.0,110996.13,2.9192,2025-07-10 01:13:59.999,323972.2162466,990,1.21741,135107.8404523,0
74,2025-07-10 01:14:00,110996.13,111000.0,110996.12,111000.0,8.71156,2025-07-10 01:14:59.999,966978.3093607,476,6.53694,725596.3393643,0
75,2025-07-10 01:15:00,111000.0,111008.74,110999.99,111008.73,9.44034,2025-07-10 01:15:59.999,1047886.1586053,672,9.02289,1001548.2485168,0
76,2025-07-10 01:16:00,111008.73,111058.0,111008.73,111024.88,19.44639,2025-07-10 01:16:59.999,2159254.3601732,3383,13.74292,1525933.9449406,0
77,2025-07-10 01:17:00,111024.88,111049.25,111024.88,111038.0,3.36234,2025-07-10 01:17:59.999,373345.2748818,953,2.39012,265387.1145423,0
78,2025-07-10 01:18:00,111038.0,111050.59,111029.43,111034.66,2.94745,2025-07-10 01:18:59.999,327277.7248271,824,0.99297,110257.0969651,0
79,2025-07-10 01:19:00,111034.65,111087.86,111034.65,111087.86,6.02751,2025-07-10 01:19:59.999,669450.706945,1383,5.52945,614132.7593926,0
80,2025-07-10 01:20:00,111087.86,111163.18,111087.86,111141.82,9.04952,2025-07-10 01:20:59.999,1005601.8617039,3116,6.56114,729075.8548107,0
81,2025-07-10 01:21:00,111141.82,111141.83,111117.77,111117.77,2.7171,2025-07-10 01:21:59.999,301945.8160964,884,1.3909,154567.5207607,0
82,2025-07-10 01:22:00,111117.77,111117.77,111081.86,111084.25,4.23272,2025-07-10 01:22:59.999,470246.1755925,1992,2.57507,286081.3775624,0
83,2025-07-10 01:23:00,111084.26,111084.26,111065.38,111065.39,2.32165,2025-07-10 01:23:59.999,257889.2110727,655,0.7431,82544.0878394,0
84,2025-07-10 01:24:00,111065.39,111065.39,111054.24,111063.99,2.64112,2025-07-10 01:24:59.999,293322.3376284,726,0.76346,84789.8476772,0
85,2025-07-10 01:25:00,111063.99,111120.0,111063.99,111106.54,11.32526,2025-07-10 01:25:59.999,1258209.3324488,2514,5.61124,623335.1709341,0
86,2025-07-10 01:26:00,111106.54,111106.54,111102.15,111102.16,4.53523,2025-07-10 01:26:59.999,503874.7225928,481,1.36591,151755.6747064,0
87,2025-07-10 01:27:00,111102.16,111102.16,111084.25,111084.36,3.31277,2025-07-10 01:27:59.999,368004.4474548,932,0.97337,108126.4876788,0
88,2025-07-10 01:28:00,111084.36,111084.37,111084.26,111084.26,1.90178,2025-07-10 01:28:59.999,211257.9377817,316,0.29716,33009.8099992,0
89,2025-07-10 01:29:00,111084.26,111096.05,111084.26,111096.04,3.82657,2025-07-10 01:29:59.999,425102.2795744,525,3.11163,345675.9428574,0
90,2025-07-10 01:30:00,111096.04,111131.12,111096.04,111111.63,6.42615,2025-07-10 01:30:59.999,714048.8446116,1499,2.94601,327347.1075632,0
91,2025-07-10 01:31:00,111111.63,111122.0,111106.29,111122.0,3.38472,2025-07-10 01:31:59.999,376084.7776787,974,1.77777,197533.8595076,0
92,2025-07-10 01:32:00,111121.99,111122.0,111102.65,111107.7,4.01507,2025-07-10 01:32:59.999,446123.1100137,660,0.86563,96183.854234,0
93,2025-07-10 01:33:00,111107.7,111140.7,111107.7,111140.69,2.10983,2025-07-10 01:33:59.999,234450.4471254,1320,1.7505,194522.6588279,0
94,2025-07-10 01:34:00,111140.7,111177.7,111122.63,111156.34,11.97404,2025-07-10 01:34:59.999,1330873.1514271,2419,6.14807,683377.2680755,0
95,2025-07-10 01:35:00,111156.35,111189.06,111156.34,111188.78,6.74024,2025-07-10 01:35:59.999,749354.3200223,917,5.25474,584220.0878493,0
96,2025-07-10 01:36:00,111188.79,111188.79,111188.78,111188.79,4.60089,2025-07-10 01:36:59.999,511567.3553917,419,0.93775,104267.2878225,0
97,2025-07-10 01:37:00,111188.79,111188.79,111183.07,111187.99,7.02746,2025-07-10 01:37:59.999,781344.3418833,497,6.39092,710570.6638793,0
98,2025-07-10 01:38:00,111188.0,111192.31,111188.0,111192.31,1.34164,2025-07-10 01:38:59.999,149178.4385863,539,1.00064,111262.0676848,0
99,2025-07-10 01:39:00,111192.31,111200.0,111192.3,111199.99,2.85699,2025-07-10 01:39:59.999,317682.1528266,531,1.60811,178813.1786671,0
100,2025-07-10 01:40:00,111199.99,111200.0,111192.3,111192.3,9.67973,2025-07-10 01:40:59.999,1076344.8066045,500,6.0026,667449.0725909,0
101,2025-07-10 01:41:00,111192.31,111210.52,111192.3,111205.26,13.16859,2025-07-10 01:41:59.999,1464395.7415273,626,8.77113,975359.0264602,0
102,2025-07-10 01:42:00,111205.26,111205.26,111175.64,111189.31,10.90812,2025-07-10 01:42:59.999,1212833.2400411,1315,3.85361,428453.3616683,0
103,2025-07-10 01:43:00,111189.3,111189.31,111185.95,111185.95,2.03293,2025-07-10 01:43:59.999,226038.9456453,395,1.02175,113607.09677,0
104,2025-07-10 01:44:00,111185.95,111185.96,111185.95,111185.95,2.89833,2025-07-10 01:44:59.999,322253.5934077,318,1.89442,210632.9063432,0
105,2025-07-10 01:45:00,111185.95,111185.96,111152.54,111159.99,4.47031,2025-07-10 01:45:59.999,496926.6076306,1256,1.69308,188198.7726363,0
106,2025-07-10 01:46:00,111159.99,111160.0,111159.99,111159.99,1.0859,2025-07-10 01:46:59.999,120708.6384072,224,0.52662,58539.0792,0
107,2025-07-10 01:47:00,111159.99,111160.0,111159.99,111159.99,1.43606,2025-07-10 01:47:59.999,159632.4190076,344,0.37682,41887.3112,0
108,2025-07-10 01:48:00,111160.0,111180.0,111159.99,111179.99,6.21055,2025-07-10 01:48:59.999,690430.0132837,952,4.57728,508846.5639185,0
109,2025-07-10 01:49:00,111179.99,111180.0,111177.19,111177.19,13.10487,2025-07-10 01:49:59.999,1456985.8351724,462,0.65361,72666.587708,0
110,2025-07-10 01:50:00,111177.19,111177.2,111177.19,111177.2,1.28561,2025-07-10 01:50:59.999,142930.5141496,263,0.69137,76864.580764,0
111,2025-07-10 01:51:00,111177.2,111229.89,111177.19,111229.89,15.94558,2025-07-10 01:51:59.999,1773136.3119126,1757,15.47718,1721057.7918224,0
112,2025-07-10 01:52:00,111229.89,111272.39,111225.8,111261.25,111.50743,2025-07-10 01:52:59.999,12404791.1161549,3032,104.60234,11636594.5134399,0
113,2025-07-10 01:53:00,111261.25,111300.0,111261.25,111299.99,12.42466,2025-07-10 01:53:59.999,1382740.4728518,1670,8.8081,980251.5843449,0
114,2025-07-10 01:54:00,111300.0,111356.0,111299.99,111324.83,17.54073,2025-07-10 01:54:59.999,1952967.0624976,2552,15.05423,1676136.7056687,0
115,2025-07-10 01:55:00,111324.84,111324.84,111324.83,111324.84,5.03222,2025-07-10 01:55:59.999,560211.0588962,298,2.28736,254639.9860224,0
116,2025-07-10 01:56:00,111324.84,111324.84,111324.83,111324.84,3.51092,2025-07-10 01:56:59.999,390852.5973648,271,2.52212,280774.6054608,0
117,2025-07-10 01:57:00,111324.84,111324.84,111300.0,111309.98,13.8981,2025-07-10 01:57:59.999,1547132.4062345,1197,6.28042,699118.7600065,0
118,2025-07-10 01:58:00,111309.98,111309.99,111277.05,111277.05,3.34545,2025-07-10 01:58:59.999,372319.596219,831,1.21198,134884.2344966,0
119,2025-07-10 01:59:00,111277.05,111277.06,111183.81,111189.71,6.91443,2025-07-10 01:59:59.999,768983.2297004,2207,1.03715,115324.6863737,0
120,2025-07-10 02:00:00,111189.7,111229.1,111189.7,111229.09,3.4497,2025-07-10 02:00:59.999,383649.6999769,1180,2.57543,286419.6943055,0
121,2025-07-10 02:01:00,111229.09,111251.94,111226.53,111234.01,3.82727,2025-07-10 02:01:59.999,425745.7848328,1612,1.9422,216043.6379466,0
122,2025-07-10 02:02:00,111234.01,111264.32,111234.0,111264.31,3.80792,2025-07-10 02:02:59.999,423610.7109327,1351,3.17842,353587.6637364,0
123,2025-07-10 02:03:00,111264.32,111300.0,111264.31,111300.0,5.61533,2025-07-10 02:03:59.999,624870.2789064,1754,3.84138,427460.509107,0
124,2025-07-10 02:04:00,111300.0,111323.85,111281.96,111281.96,19.48494,2025-07-10 02:04:59.999,2168991.1513744,2000,6.94248,772778.3761321,0
125,2025-07-10 02:05:00,111281.96,111281.97,111226.87,111226.87,8.40207,2025-07-10 02:05:59.999,934789.4834651,1049,1.26939,141234.401558,0
126,2025-07-10 02:06:00,111226.88,111268.01,111226.87,111268.0,6.52402,2025-07-10 02:06:59.999,725712.9122772,1252,4.20511,467774.3756694,0
127,2025-07-10 02:07:00,111268.0,111268.01,111262.54,111268.01,2.77576,2025-07-10 02:07:59.999,308845.8044347,413,1.7371,193276.6709605,0
128,2025-07-10 02:08:00,111268.01,111298.16,111268.0,111298.15,5.37615,2025-07-10 02:08:59.999,598226.9447026,1160,3.14286,349727.9478962,0
129,2025-07-10 02:09:00,111298.15,111315.36,111298.15,111309.02,2.52469,2025-07-10 02:09:59.999,281029.5944489,757,1.02513,114110.1058275,0
130,2025-07-10 02:10:00,111309.02,111340.0,111273.22,111332.47,11.34447,2025-07-10 02:10:59.999,1262715.3038415,1740,5.99185,666946.2214365,0
131,2025-07-10 02:11:00,111332.48,111413.98,111332.47,111413.98,9.43628,2025-07-10 02:11:59.999,1051079.4748115,2660,6.4419,717541.1017345,0
132,2025-07-10 02:12:00,111413.98,111413.98,111388.33,111394.68,16.23529,2025-07-10 02:12:59.999,1808566.5224784,1124,11.00828,1226264.7819393,0
133,2025-07-10 02:13:00,111394.67,111394.68,111394.67,111394.67,3.51666,2025-07-10 02:13:59.999,391737.2092322,340,2.903,323378.75604,0
134,2025-07-10 02:14:00,111394.67,111394.68,111373.22,111373.23,4.11952,2025-07-10 02:14:59.999,458875.5475934,818,1.3105,145978.9317881,0
135,2025-07-10 02:15:00,111373.23,111430.41,111373.22,111373.24,20.03088,2025-07-10 02:15:59.999,2231482.138161,2646,15.076,1679446.0600938,0
136,2025-07-10 02:16:00,111373.25,111397.76,111373.24,111390.11,2.24352,2025-07-10 02:16:59.999,249903.7782125,920,0.79842,88929.3456547,0
137,2025-07-10 02:17:00,111390.12,111397.76,111390.11,111397.75,2.1868,2025-07-10 02:17:59.999,243590.7654621,492,1.77066,197236.1747195,0
138,2025-07-10 02:18:00,111397.75,111397.76,111390.11,111390.11,2.71527,2025-07-10 02:18:59.999,302466.9120209,484,0.74646,83149.798847,0
139,2025-07-10 02:19:00,111390.11,111420.0,111390.11,111392.57,4.5676,2025-07-10 02:19:59.999,508852.3512107,1917,2.08632,232413.4979078,0
140,2025-07-10 02:20:00,111392.57,111437.27,111392.57,111437.27,2.536,2025-07-10 02:20:59.999,282545.7504404,848,1.68035,187214.5184046,0
141,2025-07-10 02:21:00,111437.26,111449.31,111408.23,111408.24,13.91278,2025-07-10 02:21:59.999,1550332.7705931,1657,2.40044,267503.6320902,0
142,2025-07-10 02:22:00,111408.24,111408.24,111376.37,111376.37,35.53206,2025-07-10 02:22:59.999,3958508.201924,809,0.94164,104904.0964032,0
143,2025-07-10 02:23:00,111376.38,111426.16,111376.37,111426.15,11.05836,2025-07-10 02:23:59.999,1231960.253783,1397,7.30502,813777.7292723,0
144,2025-07-10 02:24:00,111426.15,111450.0,111426.15,111438.63,9.37554,2025-07-10 02:24:59.999,1044838.4988402,836,7.96676,887831.6407157,0
145,2025-07-10 02:25:00,111438.63,111455.0,111438.63,111454.99,9.60187,2025-07-10 02:25:59.999,1070077.6490595,920,8.58873,957173.8505519,0
146,2025-07-10 02:26:00,111455.0,111581.0,111454.99,111488.47,93.52432,2025-07-10 02:26:59.999,10429673.2153427,5383,82.8612,9240336.9339951,0
147,2025-07-10 02:27:00,111488.47,111515.87,111474.11,111502.0,7.26731,2025-07-10 02:27:59.999,810300.3782575,1818,3.34344,372773.3728949,0
148,2025-07-10 02:28:00,111502.0,111505.95,111368.07,111370.68,22.926,2025-07-10 02:28:59.999,2555245.6465835,3037,3.74851,417765.0738159,0
149,2025-07-10 02:29:00,111370.68,111370.69,111295.96,111295.97,14.23773,2025-07-10 02:29:59.999,1585126.0989588,2892,2.94732,328104.4436687,0
150,2025-07-10 02:30:00,111295.97,111295.97,111277.46,111295.6,17.68844,2025-07-10 02:30:59.999,1968435.096286,1712,11.61498,1292516.3618628,0
151,2025-07-10 02:31:00,111295.59,111371.54,111295.59,111358.77,9.72471,2025-07-10 02:31:59.999,1082793.6498784,2135,2.87089,319619.7892745,0
152,2025-07-10 02:32:00,111358.77,111358.77,111330.1,111330.11,2.34683,2025-07-10 02:32:59.999,261323.0981333,1070,0.48675,54200.5203895,0
153,2025-07-10 02:33:00,111330.11,111330.11,111304.42,111304.42,3.82614,2025-07-10 02:33:59.999,425911.4565562,1198,1.36412,151840.6049027,0
154,2025-07-10 02:34:00,111304.42,111304.43,111240.0,111240.0,3.67019,2025-07-10 02:34:59.999,408419.3055434,1873,0.66921,74468.2254383,0
155,2025-07-10 02:35:00,111240.0,111276.19,111240.0,111271.32,5.02041,2025-07-10 02:35:59.999,558580.2257799,801,2.49981,278118.5301184,0
156,2025-07-10 02:36:00,111271.32,111271.33,111213.92,111213.93,3.80126,2025-07-10 02:36:59.999,422889.9001255,1703,0.67891,75525.4960738,0
157,2025-07-10 02:37:00,111213.93,111213.93,111205.51,111205.51,2.60574,2025-07-10 02:37:59.999,289777.250845,441,1.35665,150868.3882319,0
158,2025-07-10 02:38:00,111205.52,111205.52,111200.0,111200.0,4.4674,2025-07-10 02:38:59.999,496796.2163288,548,3.0086,334571.7336754,0
159,2025-07-10 02:39:00,111200.0,111200.01,111200.0,111200.0,3.31111,2025-07-10 02:39:59.999,368195.4348199,356,0.28199,31357.2908199,0
160,2025-07-10 02:40:00,111200.0,111200.01,111200.0,111200.01,2.29974,2025-07-10 02:40:59.999,255731.0976924,396,0.96924,107779.4976924,0
161,2025-07-10 02:41:00,111200.01,111200.01,111200.0,111200.01,2.56496,2025-07-10 02:41:59.999,285223.5596711,352,0.76711,85302.6396711,0
162,2025-07-10 02:42:00,111200.0,111200.01,111189.6,111189.61,2.73755,2025-07-10 02:42:59.999,304399.466929,686,0.24205,26914.5665175,0
163,2025-07-10 02:43:00,111189.61,111189.61,111155.37,111155.37,6.19653,2025-07-10 02:43:59.999,688844.7893737,1087,0.47974,53337.1403959,0
164,2025-07-10 02:44:00,111155.37,111180.0,111155.37,111179.99,3.67785,2025-07-10 02:44:59.999,408866.0860445,951,2.68088,298023.6933491,0
165,2025-07-10 02:45:00,111180.0,111180.0,111150.0,111160.63,8.23964,2025-07-10 02:45:59.999,915961.540757,1225,2.63191,292547.0421941,0
166,2025-07-10 02:46:00,111160.63,111166.0,111160.63,111166.0,7.37209,2025-07-10 02:46:59.999,819505.004491,582,4.50091,500329.3835329,0
167,2025-07-10 02:47:00,111166.0,111225.04,111165.99,111225.03,7.74851,2025-07-10 02:47:59.999,861613.4001652,1388,5.26377,585285.9816637,0
168,2025-07-10 02:48:00,111225.03,111225.04,111225.03,111225.04,1.11452,2025-07-10 02:48:59.999,123962.5265287,207,0.60931,67770.5291224,0
169,2025-07-10 02:49:00,111225.03,111251.09,111215.26,111233.33,7.69734,2025-07-10 02:49:59.999,856170.6269113,2295,3.96687,441220.6697459,0
170,2025-07-10 02:50:00,111233.33,111250.06,111208.12,111208.12,5.1703,2025-07-10 02:50:59.999,575120.9405904,1182,2.48937,276898.8719677,0
171,2025-07-10 02:51:00,111208.13,111208.13,111208.12,111208.12,1.30305,2025-07-10 02:51:59.999,144909.7447851,196,0.40191,44695.6595283,0
172,2025-07-10 02:52:00,111208.13,111208.13,111200.27,111200.28,1.61599,2025-07-10 02:52:59.999,179705.3454492,366,0.57622,64077.8626521,0
173,2025-07-10 02:53:00,111200.27,111200.28,111171.51,111171.51,3.32372,2025-07-10 02:53:59.999,369562.8206245,1188,0.50029,55621.6067694,0
174,2025-07-10 02:54:00,111171.52,111171.52,111170.0,111170.0,3.1573,2025-07-10 02:54:59.999,351001.1173403,398,0.86029,95639.4856655,0
175,2025-07-10 02:55:00,111170.0,111170.01,111170.0,111170.0,2.30054,2025-07-10 02:55:59.999,255751.0427736,311,1.09736,121993.5221736,0
